found_location,n,lat,lon,status
Bolm Rd And Airport Blvd in Austin (TX),9,,,no_result
5201 Ross Rd in Del Valle (TX),9,30.1776045,-97.6106312,ok
10902 Mcangus Rd in Del Valle (TX),9,,,no_result
12Th And Airport Blvd in Austin (TX),9,30.2764939,-97.7002412,ok
Ross Rd And Hwy 71 in Del Valle (TX),9,,,no_result
4477 S Lamar Blvd in Austin (TX),9,30.2309728,-97.7976004,ok
3300 Killingsworth in Travis (TX),9,30.41297,-97.60561,ok
2303 Vanderbilt Cir in Austin (TX),9,30.31918,-97.679028,ok
812 Springdale in Austin (TX),9,30.258933,-97.699975,ok
1012 Arthur Stiles Rd in Austin (TX),9,30.258765,-97.6810751,ok
W Slaughter Ln & Manchaca Rd in Austin (TX),9,,,no_result
2000 Burton Dr in Austin (TX),9,30.2333424,-97.7320381,ok
1161 Harvey Ln in Austin (TX),9,,,no_result
9345 E Us Hwy 290 in Austin (TX),9,30.328411,-97.6423733,ok
720 Airport Blvd in Austin (TX),9,30.2540778,-97.692697,ok
4400 Franklin Park in Austin (TX),9,30.2004214,-97.746737,ok
8900 N Ih35 in Austin (TX),9,,,no_result
12403 Mellow Meadow Dr in Travis (TX),9,,,no_result
2504 New York Dr in Austin (TX),9,30.2737045,-97.7137121,ok
5500 Ross Rd in Austin (TX),9,30.1737482,-97.6237367,ok
2500 Magin Meadow Dr in Austin (TX),9,30.179884,-97.7616371,ok
2304 Wirtz Ave in Austin (TX),9,30.2460457,-97.7664535,ok
7125 Howerington Cir in Austin (TX),9,30.304971,-97.644138,ok
1128 Spur St in Austin (TX),9,30.271456,-97.6883277,ok
12001 Dessau Rd in Austin (TX),9,30.378893,-97.6534118,ok
6800 Mcneil Dr in Austin (TX),9,30.438984,-97.759665,ok
8101 Salt Springs Dr in Austin (TX),9,30.158832,-97.7450384,ok
1044 Norwood Park Blvd in Austin (TX),9,30.336547,-97.691552,ok
4108 Nixon Ln in Austin (TX),9,30.2703005,-97.652448,ok
5300 Overbrook in Austin (TX),9,30.299667,-97.6847619,ok
Montopolis And Del Monte in Austin (TX),9,30.2420182,-97.6924836,ok
1600 Grove Blvd in Austin (TX),9,30.2298445,-97.7070896,ok
1604 Red Fox in Austin (TX),9,,,no_result
Debba Dr And Red Fox Rd in Lakeway (TX),9,,,no_result
1904 Bitter Creek Dr in Austin (TX),9,30.185659,-97.765943,ok
7314 Gaines Mill Ln in Austin (TX),9,30.1985325,-97.8101769,ok
6407 Springdale Rd in Austin (TX),9,30.306429,-97.66943,ok
2614 Howellwood Way in Austin (TX),9,30.176343,-97.8344242,ok
1116 1/2 Gunter St in Austin (TX),9,30.265752,-97.698805,ok
4550 Mueller Blvd in Austin (TX),9,30.297123,-97.7072793,ok
4404 E Oltorf St in Austin (TX),9,30.227067,-97.72624,ok
11301 Farrah Lane in Austin (TX),9,30.1400268,-97.7999729,ok
8909 Briardale Dr in Austin (TX),9,30.365239,-97.7141356,ok
5800 Techni Center Drive in Austin (TX),9,30.27902,-97.671409,ok
Quicksilver & S Pleasant Valley in Austin (TX),9,,,no_result
5808 Wilcab Rd in Austin (TX),9,30.273855,-97.675691,ok
10528 Channel Island Dr in Austin (TX),9,30.149827,-97.7876521,ok
6808 S Ih 35 Frontage Rd in Austin (TX),9,,,no_result
12201 Von Quintus Road in Austin (TX),9,,,no_result
6300 S Congress Ave in Austin (TX),9,30.198323,-97.777279,ok
9610 Colfax Drive in Travis (TX),9,30.279246,-97.6212643,ok
4700 East Riverside Drive in Austin (TX),9,30.2318905,-97.7191474,ok
7007 Guadalupe St in Austin (TX),9,30.336133,-97.7151141,ok
3721 Rr North 620 in Austin (TX),9,,,no_result
6700 Krollton in Austin (TX),9,30.207831,-97.8117696,ok
806 Park Blvd in Austin (TX),9,30.302067,-97.7222035,ok
6904 Tulane Dr in Austin (TX),9,30.313278,-97.667275,ok
6506 Bolm Rd in Austin (TX),9,30.2544835,-97.6803058,ok
6540 Ed Bluestein Blvd in Austin (TX),9,30.303791,-97.6617253,ok
11503 Hereford Street in Manor (TX),9,,,no_result
North Ih-35 And Rundberg in Austin (TX),9,30.3600121,-97.6920069,ok
20602 Ed Acklin in Travis (TX),9,30.277215,-97.491483,ok
Redwater Dr And Manchaca Rd in Austin (TX),9,,,no_result
2510 Lehigh Dr in Austin (TX),9,30.3170605,-97.6771825,ok
18701 Blake Manor Rd in Manor (TX),9,30.3205091,-97.5418671,ok
9301 Hog Eye Rd in Austin (TX),9,30.2817823,-97.6224826,ok
2705 Hoeke Ln in Austin (TX),9,30.212636,-97.689897,ok
12410 Alameda Trace Circle in Austin (TX),9,30.4316094,-97.7438767,ok
7427 Onion Creek in Austin (TX),9,30.1700679,-97.7520024,ok
S Hwy 183 And Thompson Ln in Austin (TX),9,,,no_result
7212 Bill Hughes Rd in Austin (TX),9,30.1896905,-97.7889194,ok
7020 Grand Canyon in Austin (TX),9,30.3263349,-97.6956313,ok
Fm 969 And Highway 30 in Travis (TX),9,,,no_result
3303 Oak Alley in Austin (TX),9,30.198364,-97.8342812,ok
8408 Elroy Rd in Travis (TX),9,30.133959,-97.622348,ok
Purple Sage Dr And Lazy Creek Dr in Austin (TX),9,,,no_result
13021 Dessau Road in Austin (TX),9,30.4001006,-97.6405055,ok
4528 Chateau Village Way in Austin (TX),9,30.1727955,-97.7608121,ok
9508 Linkmeadow Dr in Austin (TX),9,30.1845455,-97.8392925,ok
8912 Lone Tree Dr in Manor (TX),9,,,no_result
Davis And Manchaca in Austin (TX),9,,,no_result
13021 in Austin (TX),9,30.3904412,-97.6220179,ok
15208 Chamberlain Ct in Austin (TX),9,,,no_result
6511 Burnet Lane in Austin (TX),9,30.340732,-97.737631,ok
8213 Sam Rayburn in Austin (TX),9,30.346902,-97.6992051,ok
Bramble Bush And Thaxton Road in Austin (TX),9,,,no_result
5204 Purple Sage in Austin (TX),9,30.311698,-97.6588167,ok
7020 Grand Canyon Dr in Austin (TX),8,30.3263349,-97.6956313,ok
Slaughter Ln in Austin (TX),8,30.1831244,-97.8491163,ok
333 E Slaughter Ln in Austin (TX),8,30.165951,-97.780802,ok
4900 E Oltorf in Austin (TX),8,30.223214,-97.721451,ok
5309 E Riverside Dr in Austin (TX),8,30.2292915,-97.7131951,ok
8601 Vertex Blvd in Austin (TX),8,30.156266,-97.7517128,ok
3401 Webberville Rd in Austin (TX),8,30.2676712,-97.7060588,ok
E Riverside Dr & Montopolis Dr in Austin (TX),8,,,no_result
4313 S 1St St in Austin (TX),8,30.221985,-97.771851,ok
Rundberg And Lamar in Austin (TX),8,30.3627689,-97.6965427,ok
1800 E Stassney in Austin (TX),8,30.1975405,-97.7607977,ok
4600 Nuckols Crossing in Austin (TX),8,30.199687,-97.7351682,ok
12113 Metric Blvd in Austin (TX),8,30.4037991,-97.6983994,ok
14100 Thermal Dr in Austin (TX),8,,,no_result
7001 S Congress Ave in Austin (TX),8,30.188878,-97.780068,ok
Red River in Austin (TX),8,30.2927989,-97.7248784,ok
6201 Sneed Cove in Austin (TX),8,30.193943,-97.763443,ok
8600 Brodie Ln in Austin (TX),8,30.1984245,-97.8407146,ok
Pleasant Valley And Riverside in Austin (TX),8,30.2295084,-97.7264207,ok
9805 Parkfield Dr in Austin (TX),8,30.372272,-97.7024717,ok
400 Cooper Dr in Austin (TX),8,30.3611643,-97.6959433,ok
3427 Parker Ln in Austin (TX),8,30.2199396,-97.741922,ok
11530 Manchaca in Austin (TX),8,30.2060508,-97.8024879,ok
Riverside in Austin (TX),8,30.2559733,-97.7275042,ok
7418 Cameron Rd in Austin (TX),8,30.330166,-97.6903401,ok
8805 N Plaza in Austin (TX),8,30.3507864,-97.6877154,ok
3201 Duval Rd in Austin (TX),8,30.4092425,-97.7187061,ok
10801 Old Manchaca Rd in Austin (TX),8,30.1625865,-97.8287716,ok
5403 Darlington Ln in Austin (TX),8,30.299805,-97.6811811,ok
11215 Research Blvd in Austin (TX),8,30.4091695,-97.7431171,ok
1000 E. 41St St. in Austin (TX),8,30.3004175,-97.7196077,ok
St Elmo in Austin (TX),8,30.2186355,-97.76694,ok
6711 Johnny Morris in Austin (TX),8,30.301208,-97.646534,ok
7501 Bluff Springs in Austin (TX),8,30.176482,-97.769365,ok
54 Rainey St in Austin (TX),8,30.257377,-97.739436,ok
8700 Brookfield Dr in Austin (TX),8,30.3610885,-97.711858,ok
5805 Blue Bluff Rd in Austin (TX),8,30.274416,-97.613385,ok
700 Green Meadow in Austin (TX),8,,,no_result
6103 Manor Rd in Austin (TX),8,30.3069935,-97.6780528,ok
6002 Jain Ln in Austin (TX),8,30.2609155,-97.6827547,ok
8805 North Plaza Dr in Austin (TX),8,,,no_result
2201 Montopolis Dr in Austin (TX),8,30.2222308,-97.7043463,ok
5106 Village Square Dr in Austin (TX),8,30.1890499,-97.7434164,ok
1109 S Pleasant Valley in Austin (TX),8,30.2403895,-97.7181197,ok
Ih 35 in Austin (TX),8,30.2786851,-97.7272465,ok
12006 Greenleaf in Travis (TX),8,30.1882779,-97.8018559,ok
9008 Hunters Trace in Austin (TX),8,30.3661415,-97.7118245,ok
8105 Linden Rd in Del Valle (TX),8,30.1377905,-97.5837188,ok
3105 S Ih 35 in Austin (TX),8,,,no_result
6106 Wheless Cv in Austin (TX),8,30.3098585,-97.6803821,ok
12032 Lincolnshire Dr in Austin (TX),8,30.4007845,-97.6932927,ok
7201 Danwood Dr in Austin (TX),8,30.424883,-97.769183,ok
4811 Aberdeen Dr in Austin (TX),8,30.2173925,-97.780088,ok
14811 Bescott in Austin (TX),8,,,no_result
14608 Rumfeldt in Del Valle (TX),8,,,no_result
7101 Appaloosa Ct in Travis (TX),8,30.062016,-97.716113,ok
9908 Thaxton Rd in Austin (TX),8,30.1567797,-97.7397232,ok
2000 N. Ih35 in Austin (TX),8,,,no_result
Thaxton Rd in Austin (TX),8,30.1567797,-97.7397232,ok
9102 Happy Trl in Austin (TX),8,,,no_result
1124 Rutland Dr in Austin (TX),8,30.368725,-97.7038126,ok
2504 Sunny Hills Dr in Austin (TX),8,30.1738785,-97.7642255,ok
8805 N Plaza Ct in Austin (TX),8,30.3521035,-97.6858592,ok
20906 Delorio St in Manor (TX),8,,,no_result
23107 Fulkes Ln in Travis (TX),8,,,no_result
3401 W Parmer Ln in Austin (TX),8,30.420923,-97.709669,ok
1030 Norwood Park in Austin (TX),8,30.339196,-97.6896354,ok
12705 Encino Dr in Travis (TX),8,30.122455,-97.8151081,ok
12440 Alameda Trace Circle in Austin (TX),8,30.4293614,-97.7434951,ok
9345 E Hwy 290 in Austin (TX),8,,,no_result
3801 Berkman Dr in Austin (TX),8,30.290653,-97.6976942,ok
8220 W Hwy 71 in Austin (TX),8,30.2465907,-97.8873928,ok
302 Provines Dr in Austin (TX),8,30.375638,-97.686243,ok
13500 Lazyridge Dr in Pflugerville (TX),8,,,no_result
11701 Metric Blvd in Austin (TX),8,30.3965282,-97.7046378,ok
14809 Chicadee in Travis (TX),8,30.419025,-97.6233666,ok
8911 Fm 973 in Austin (TX),8,30.202978,-97.6397288,ok
2011 Greenbrook Pkwy in Austin (TX),8,30.305603,-97.6900797,ok
4811 S Congress Ave in Austin (TX),8,30.212236,-97.769525,ok
6001 Airport Blvd in Austin (TX),8,30.325454,-97.71407,ok
11123 Old Lockhart Rd in Austin (TX),8,,,no_result
Slaughter And 1826 in Austin (TX),8,30.1739149,-97.8217226,ok
6816 Lee Manor Cv in Manor (TX),8,,,no_result
4411 Meinardus Dr in Austin (TX),8,30.210573,-97.752457,ok
907 West Slaughter Lane in Austin (TX),8,30.1677187,-97.8071525,ok
3417 Minnie St in Austin (TX),8,30.2052155,-97.8348131,ok
1841 Wooten Park in Austin (TX),8,30.35419,-97.7254441,ok
6855 E Hwy 290 in Austin (TX),8,,,no_result
Gunter St And Neil in Austin (TX),8,,,no_result
20212 Lockwood Rd in Travis (TX),8,30.303336,-97.497467,ok
6205 Marigold in Austin (TX),8,30.230316,-97.701229,ok
6200 Loyola Lane in Austin (TX),8,30.3024715,-97.6508552,ok
13021 Legendary in Austin (TX),8,30.4353,-97.730394,ok
3101 Oak Springs Dr in Austin (TX),8,30.273021,-97.6997677,ok
9971 Quail Blvd in Austin (TX),8,30.3703835,-97.7002974,ok
5000 E Cesar Chavez in Austin (TX),8,30.2558955,-97.7317072,ok
19211 Blake Manor Rd in Manor (TX),8,30.3205091,-97.5418671,ok
704 Hyde Park Ct in Austin (TX),8,30.179175,-97.7991878,ok
9707 Colpax Drive in Austin (TX),8,,,no_result
6514 Pevensey Dr in Austin (TX),8,30.1995645,-97.7876807,ok
3200 Northeast Dr in Austin (TX),8,30.310183,-97.6723556,ok
1190 Airport Blvd in Austin (TX),8,30.2751205,-97.701166,ok
7604 Lazy River Cv in Austin (TX),8,,,no_result
720 Yarsa Blvd in Austin (TX),8,30.1760335,-97.8033722,ok
2906 Gem Circle in Austin (TX),8,30.2335065,-97.7594256,ok
11125 Henge Dr in Austin (TX),8,30.422441,-97.7740972,ok
1301 Webberwood in Travis (TX),8,30.2235243,-97.4876059,ok
Hamilton Pool Rd in Travis (TX),8,30.3096279,-97.9655926,ok
12900 N Ih 35 in Austin (TX),8,,,no_result
4811 Prock Lane in Austin (TX),8,30.269219,-97.68974,ok
Silverstone Dr And Pointsetta Ln in Austin (TX),8,,,no_result
2015 Cedar Bnd #1400 in Austin (TX),8,30.40965,-97.6996583,ok
7205 E Meadow Bend in Austin (TX),8,,,no_result
8714 Fm 812 in Travis (TX),8,30.1642784,-97.6890402,ok
6808 S Ih35 in Austin (TX),8,,,no_result
920 Water St in Travis (TX),8,30.228444,-97.5166001,ok
1922 Wickersham Ln in Austin (TX),8,30.2330558,-97.7202692,ok
201 Chicon in Austin (TX),8,30.2581325,-97.7238772,ok
1109 S Pleasant Valley Rd in Austin (TX),8,30.2403895,-97.7181197,ok
11717 Schriber Rd in Travis (TX),8,30.0700865,-97.6773792,ok
E 9Th And Navasota in Austin (TX),8,,,no_result
6502 S 1St St in Austin (TX),8,30.1992815,-97.786921,ok
1803 Belford Dr in Austin (TX),8,30.3545475,-97.7242231,ok
1601 Faro in Austin (TX),8,30.233477,-97.711689,ok
8225 N Fm 620 in Austin (TX),8,30.4321059,-97.8415413,ok
20636 Cameron in Travis (TX),8,30.4558035,-97.500624,ok
10510 Wendts Way in Austin (TX),8,30.455056,-97.803327,ok
5600 Netleaf Rd in Austin (TX),8,,,no_result
2504 Stratford Dr in Austin (TX),8,30.2761719,-97.777743,ok
15300 Spring Hill Ln in Austin (TX),8,30.4381315,-97.6557024,ok
4309 Bellvue Dr in Austin (TX),8,,,no_result
Bluff Springs Dr in Austin (TX),8,30.1892192,-97.7674716,ok
10802 San Jose Ave in Travis (TX),8,30.147496,-97.666874,ok
6300 Sierra Vista Dr in Travis (TX),8,30.45196,-97.973897,ok
9100 Fm 812 Road in Travis (TX),8,,,no_result
10907 Spicewood Pkwy in Austin (TX),8,30.434474,-97.799648,ok
9200 Towana Dr in Austin (TX),8,,,no_result
4858 Yager Ln in Travis (TX),8,30.364832,-97.6286288,ok
7627 Crystalbrook W in Austin (TX),8,30.3165085,-97.6524674,ok
8312 North Ih 35 in Austin (TX),8,,,no_result
446 Tiffany Trl in Austin (TX),8,,,no_result
14704 Alps Drive in Travis (TX),8,30.13291,-97.6141814,ok
7624 Cayenne Ln in Austin (TX),8,30.224078,-97.6913418,ok
5801 Alomar in Austin (TX),8,30.169205,-97.619033,ok
Oltorf & Burleson in Austin (TX),8,30.2310983,-97.7353419,ok
9102 Shephard Drive in Austin (TX),8,,,no_result
3235 E Martin Luther King Jr Blvd in Austin (TX),8,30.28241,-97.7023214,ok
7900 Thaxton Road in Austin (TX),8,30.1601142,-97.7491861,ok
Rampart St & Paris Ave in Austin (TX),8,,,no_result
11906 Bronco Circle in Austin (TX),8,,,no_result
La Paz And Paloma in Del Valle (TX),8,,,no_result
8105 Topanga Lane in Austin (TX),8,30.2842426,-97.6384121,ok
411 Bastrop in Austin (TX),8,30.239183,-97.687427,ok
W Slaughter Ln And Manchaca Rd in Austin (TX),7,,,no_result
6001 W Parmer Ln in Austin (TX),7,30.4416869,-97.7450329,ok
S Pleasant Valley Rd & E Stassney Ln in Austin (TX),7,,,no_result
11901 Pavilion in Austin (TX),7,30.424966,-97.754237,ok
2347 Douglas St in Austin (TX),7,30.2280765,-97.7313382,ok
2400 E Oltorf in Austin (TX),7,30.2292955,-97.7291359,ok
1201 Grove Blvd in Austin (TX),7,30.234152,-97.7040536,ok
Dessau Rd & E Howard Ln in Austin (TX),7,,,no_result
7131 Wood Hollow Dr in Austin (TX),7,30.35545,-97.751547,ok
Springdale And Airport in Austin (TX),7,30.2649054,-97.6954378,ok
710 East Ben White Blvd in Austin (TX),7,30.2192565,-97.755355,ok
515 Vargas Rd in Austin (TX),7,30.2359456,-97.6908641,ok
500 E Anderson Ln in Austin (TX),7,30.341536,-97.701898,ok
Manchaca Rd And W Slaughter Ln in Austin (TX),7,,,no_result
3421 W William Cannon in Austin (TX),7,30.2125425,-97.8306502,ok
4106 N.Lamar in Austin (TX),7,30.309476,-97.740685,ok
Airport And Bolm in Austin (TX),7,,,no_result
1901 Onion Creek Pkwy in Austin (TX),7,30.1371845,-97.8001546,ok
6001 Cougar Dr in Austin (TX),7,30.206509,-97.786454,ok
2500 W Parmer Ln in Austin (TX),7,30.4202581,-97.7014615,ok
11530 Manchaca Rd in Austin (TX),7,30.1685841,-97.8306185,ok
2000 Cullen Ave in Austin (TX),7,30.34556,-97.733693,ok
Manchaca in Austin (TX),7,30.2060508,-97.8024879,ok
7500 S Pleasant Valley in Austin (TX),7,30.170394,-97.75387,ok
189 Jacobson Rd in Del Valle (TX),7,,,no_result
Airport Blvd in Austin (TX),7,30.2918039,-97.7077086,ok
421 Thompson Ln in Austin (TX),7,30.239379,-97.682825,ok
9200 N Plaza in Austin (TX),7,30.354603,-97.685843,ok
1071 Clayton Ln in Austin (TX),7,30.3184385,-97.703198,ok
5801 Ainez in Austin (TX),7,30.1876968,-97.7382435,ok
17005 Hayride Cir in Del Valle (TX),7,,,no_result
4700 Staggerbrush in Austin (TX),7,30.23465,-97.838495,ok
7009 Twin Crest Drive in Austin (TX),7,30.33314,-97.708308,ok
6200 Loyola in Austin (TX),7,30.3024715,-97.6508552,ok
Emma Browning/ Burleson in Austin (TX),7,,,no_result
15300 Lucian St in Austin (TX),7,,,no_result
4600 Elmont Dr in Austin (TX),7,30.2384895,-97.7168705,ok
Stassney And Pleasant Valley in Austin (TX),7,30.1939098,-97.7438797,ok
7715 Hidden View Cir in Austin (TX),7,30.2858093,-97.6403834,ok
6212 Crow Ln in Austin (TX),7,30.197317,-97.772128,ok
11602 Gunsmoke Circle in Austin (TX),7,30.4475745,-97.8088534,ok
2201 Willow Creek in Austin (TX),7,30.230486,-97.7298449,ok
1600 Wickersham in Austin (TX),7,30.2364736,-97.718744,ok
1500 Faro in Austin (TX),7,30.2341226,-97.7144441,ok
2510 Euclid Ave in Austin (TX),7,30.23807,-97.7577807,ok
12133 Metric Blvd in Austin (TX),7,30.405744,-97.697238,ok
2210 E 9Th St Unit C in Austin (TX),7,,,no_result
1720 Wells Branch Pkwy in Austin (TX),7,30.4403032,-97.6623168,ok
2707 S Ih 35 in Austin (TX),7,,,no_result
10812 Galsworthy Ln in Austin (TX),7,30.1872825,-97.8855651,ok
9219 Anderson Mill Rd in Austin (TX),7,30.4507585,-97.7823835,ok
12440 Alameda Trace in Austin (TX),7,30.4293614,-97.7434951,ok
Oak Springs And Airport in Austin (TX),7,30.2754029,-97.6989276,ok
9301 Johnny Morris in Austin (TX),7,30.2918637,-97.6535973,ok
5010 Old Manor Rd in Austin (TX),7,30.2991539,-97.6917056,ok
5909 Reicher Dr in Austin (TX),7,30.3044983,-97.6750767,ok
6505 Burleson Rd in Austin (TX),7,30.203065,-97.7146665,ok
1701 W Ben White Blvd in Austin (TX),7,30.2266745,-97.7843555,ok
1817 E Oltorf in Austin (TX),7,30.2316267,-97.7365656,ok
Mckinney Falls And Burleson in Austin (TX),7,,,no_result
Riverside And Crossing Place in Austin (TX),7,30.235892,-97.7114771,ok
15609 E Hwy 290 in Travis (TX),7,30.3505982,-97.4821243,ok
1127 Bolm Road in Austin (TX),7,30.261224,-97.6982044,ok
6403 Johnny Morris in Austin (TX),7,30.2969084,-97.6488779,ok
21205 W 71 in Travis (TX),7,29.9025022,-96.9049802,ok
8201 Riverstone Dr in Austin (TX),7,30.293392,-97.6310405,ok
1012 Cripple Creek Dr in Austin (TX),7,30.3737289,-97.6977282,ok
1715 W Cesar Chavez St in Austin (TX),7,30.2729495,-97.7669279,ok
124 W. Anderson in Austin (TX),7,30.344704,-97.705244,ok
1705 Frontier Valley Dr in Austin (TX),7,30.224785,-97.694972,ok
3805 River Rd in Travis (TX),7,30.195092,-97.512758,ok
15411 Ullman Dr in Austin (TX),7,,,no_result
11150 Research Blvd in Austin (TX),7,30.4067525,-97.7470274,ok
4601 E St Elmo Rd in Austin (TX),7,30.205198,-97.73721,ok
20802 Dawn Dr in Lago Vista (TX),7,30.45553,-97.989525,ok
500 Mairo in Austin (TX),7,30.1814485,-97.791466,ok
4821 E Riverside Dr in Austin (TX),7,30.2312263,-97.7176157,ok
9705 Carson Creek in Austin (TX),7,30.222609,-97.665565,ok
4906 Birch Creek Rd in Austin (TX),7,30.1936931,-97.7334859,ok
7100 Bluff Springs Rd in Austin (TX),7,30.1830026,-97.7692813,ok
5509 Tallow Tree Dr in Austin (TX),7,30.195811,-97.7540884,ok
909 W Village Ln in Austin (TX),7,30.369226,-97.698259,ok
7125 Howerington Circle in Austin (TX),7,30.304971,-97.644138,ok
14714 Colt Dr in Travis (TX),7,30.374659,-97.933312,ok
6600 Elm Creek Drive in Austin (TX),7,30.187324,-97.7636993,ok
4900 E Oltorf St in Austin (TX),7,30.223214,-97.721451,ok
13602 Fm 969 in Austin (TX),7,30.2847611,-97.6600471,ok
W Braker Ln And 183 in Austin (TX),7,30.3792717,-97.6816067,ok
8803 Georgian Dr in Austin (TX),7,30.3535105,-97.6985156,ok
3300 Parker Ln in Austin (TX),7,30.2229173,-97.7422875,ok
Hog Eye Road And Jones Road in Travis (TX),7,,,no_result
12316 Fay Street in Manor (TX),7,,,no_result
7402 Vintage Hills in Austin (TX),7,30.318178,-97.665624,ok
24609 Long Hollow Trail in Travis (TX),7,30.584719,-97.9751845,ok
Parmer And Dessau in Austin (TX),7,,,no_result
1030 Norwood Park Boulevard in Austin (TX),7,30.339196,-97.6896354,ok
6502 S 1St in Austin (TX),7,30.1992815,-97.786921,ok
8310 Annabella Dr in Travis (TX),7,,,no_result
5901 S First in Austin (TX),7,30.1757179,-97.7995395,ok
1001 Lipan Trl in Austin (TX),7,30.335143,-97.869191,ok
1901 W William Cannon Dr in Austin (TX),7,30.2015532,-97.806476,ok
12211 Old Stage Trl in Austin (TX),7,30.4529405,-97.7984852,ok
4906 Birch Creek in Austin (TX),7,30.1936931,-97.7334859,ok
12820 N Lamar Blvd in Austin (TX),7,30.414341,-97.6785575,ok
5616 Old Fredericksburg Rd in Austin (TX),7,30.235823,-97.844617,ok
San Jose in Del Valle (TX),7,26.1238161,-98.1861309,ok
5017 W Hwy 290 in Austin (TX),7,,,no_result
13904 Old Hwy 20 in Manor (TX),7,30.3418856,-97.5640304,ok
2325 Deadwood in Austin (TX),7,30.19659,-97.7491995,ok
Acorn Oaks And Cooper in Austin (TX),7,,,no_result
5511 Salem Hill in Austin (TX),7,30.2126605,-97.787842,ok
317 Artesian Dr in Bastrop (TX),7,30.0098198,-97.539361,ok
Slaughter/Ih35 in Austin (TX),7,,,no_result
9201 Circuit Of The Americas Blvd in Del Valle (TX),7,,,no_result
600 W William Cannon Dr in Austin (TX),7,30.1974516,-97.784965,ok
Lancaster And Philomena in Austin (TX),7,,,no_result
1601 E Anderson Ln in Austin (TX),7,30.330791,-97.6842902,ok
Maha Rd in Del Valle (TX),7,,,no_result
2900 Century Park Blvd in Austin (TX),7,30.4353925,-97.6950889,ok
4400 Franklin Park Dr in Austin (TX),7,30.2004214,-97.746737,ok
8827 East Dr in Austin (TX),7,30.353893,-97.6955655,ok
Fulkes in Travis (TX),7,30.5798757,-97.9582605,ok
5605 Nuckols Crossing in Austin (TX),7,30.188744,-97.740387,ok
Springdale And 51St in Austin (TX),7,30.2940263,-97.6784385,ok
4108 Clawson Rd in Austin (TX),7,30.2301824,-97.7834415,ok
3101 Wells Branch Parkway in Austin (TX),7,30.4403032,-97.6623168,ok
6711 Johnny Morris Rd in Austin (TX),7,30.301208,-97.646534,ok
2250 Ridgepoint Dr in Austin (TX),7,30.3304838,-97.6761316,ok
520 Sacramento Dr in Austin (TX),7,30.2359225,-97.7628531,ok
5901 E Stassney Ln in Austin (TX),7,30.191129,-97.730912,ok
7902 Tisdale St in Austin (TX),7,,,no_result
4537 S Ih 35 in Austin (TX),7,,,no_result
5504 Ledesma Rd in Austin (TX),7,30.269654,-97.6807812,ok
7001 S Congress in Austin (TX),7,30.188878,-97.780068,ok
12817 New Katy in Manor (TX),7,,,no_result
14912 Swiss Drive in Del Valle (TX),7,,,no_result
Melissa Oaks in Austin (TX),7,30.1577675,-97.7830499,ok
2509 Winchell Lane in Austin (TX),7,30.2604885,-97.6715235,ok
Springville Ln & Onion Crossing Dr in Austin (TX),7,,,no_result
8501 Cameron Rd in Austin (TX),7,30.341322,-97.680277,ok
1600 Royal Crest Dr in Austin (TX),7,30.2395435,-97.7309902,ok
1144 Airport Boulevard in Austin (TX),7,30.2716762,-97.6977898,ok
20907 Delorio St in Manor (TX),7,,,no_result
1149 Ebert Ave in Austin (TX),7,30.2709875,-97.6864435,ok
10000 Research Blvd in Austin (TX),7,30.3932439,-97.7475102,ok
71 & Tx 45 in Austin (TX),7,30.4681125,-97.7968412,ok
11923 Us Hwy 290 E in Manor (TX),7,30.3476352,-97.5441702,ok
1830 Simond Ave in Austin (TX),7,30.29758,-97.705002,ok
1398 Harris Ridge Blvd in Austin (TX),7,30.4066501,-97.6505365,ok
1157 Salina St in Austin (TX),7,30.270509,-97.7197436,ok
Mansell And Gonzalez in Austin (TX),7,,,no_result
21428 Creekside in Leander (TX),7,,,no_result
1605 Barney Drive in Austin (TX),7,,,no_result
Starstreak Dr And Starbright Dr in Austin (TX),7,,,no_result
Hamilton Pool Rd & Stagecoach Rr in Travis (TX),7,,,no_result
2215 E M Franklin Ave in Austin (TX),7,30.288116,-97.697664,ok
5904 Dunbury Dr in Austin (TX),7,30.3142865,-97.6942781,ok
Littig Rd And Ballerstedt Rd in Travis (TX),7,,,no_result
Fm 1825 And Sarah'S Creek Dr in Pflugerville (TX),7,,,no_result
6208 Tiner Trail in Austin (TX),7,30.291367,-97.6388692,ok
2317 Willow St in Austin (TX),7,30.25373,-97.7185695,ok
3108 Windsor Road in Austin (TX),7,30.296549,-97.767749,ok
Mustang Ridge (TX),7,30.0568828,-97.6911124,ok
4320 S Lamar in Austin (TX),7,30.2363889,-97.7826467,ok
2200 Willow Creek Drive in Austin (TX),7,30.230468,-97.730859,ok
4711 Castleman Dr in Austin (TX),7,,,no_result
9102 1/2 Happy Trl in Austin (TX),7,,,no_result
Bennet And 52Nd in Austin (TX),7,,,no_result
Johnny Morris Rd And Hwy 290 in Austin (TX),7,,,no_result
17902 Austin Blvd in Lago Vista (TX),7,30.421378,-97.959344,ok
973 & 183 in Travis (TX),7,30.425695,-97.6734905,ok
5500 Camp Fire Trl in Austin (TX),7,30.222313,-97.8580241,ok
1906 Millhouse Dr in Travis (TX),7,30.408937,-97.628808,ok
8023 Coulver in Austin (TX),7,,,no_result
19000 Limestone Commercial Dr in Pflugerville (TX),7,30.4719603,-97.5971263,ok
